image_path,label
Pasture\Pasture_379.jpg,Pasture
Industrial\Industrial_918.jpg,Industrial
SeaLake\SeaLake_2686.jpg,SeaLake
Forest\Forest_1829.jpg,Forest
SeaLake\SeaLake_2521.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1515.jpg,HerbaceousVegetation
River\River_433.jpg,River
Pasture\Pasture_636.jpg,Pasture
Industrial\Industrial_814.jpg,Industrial
Forest\Forest_2948.jpg,Forest
Industrial\Industrial_1507.jpg,Industrial
SeaLake\SeaLake_2852.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1825.jpg,HerbaceousVegetation
Industrial\Industrial_475.jpg,Industrial
SeaLake\SeaLake_2156.jpg,SeaLake
SeaLake\SeaLake_1907.jpg,SeaLake
Forest\Forest_2035.jpg,Forest
Residential\Residential_696.jpg,Residential
PermanentCrop\PermanentCrop_899.jpg,PermanentCrop
SeaLake\SeaLake_2750.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_1587.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_496.jpg,HerbaceousVegetation
Industrial\Industrial_2360.jpg,Industrial
HerbaceousVegetation\HerbaceousVegetation_821.jpg,HerbaceousVegetation
Pasture\Pasture_553.jpg,Pasture
SeaLake\SeaLake_2734.jpg,SeaLake
Forest\Forest_2685.jpg,Forest
AnnualCrop\AnnualCrop_313.jpg,AnnualCrop
Industrial\Industrial_317.jpg,Industrial
AnnualCrop\AnnualCrop_227.jpg,AnnualCrop
Residential\Residential_913.jpg,Residential
Forest\Forest_155.jpg,Forest
AnnualCrop\AnnualCrop_71.jpg,AnnualCrop
SeaLake\SeaLake_108.jpg,SeaLake
Pasture\Pasture_1026.jpg,Pasture
PermanentCrop\PermanentCrop_1805.jpg,PermanentCrop
Highway\Highway_1333.jpg,Highway
SeaLake\SeaLake_609.jpg,SeaLake
Industrial\Industrial_1009.jpg,Industrial
Highway\Highway_1780.jpg,Highway
Pasture\Pasture_1539.jpg,Pasture
Pasture\Pasture_1084.jpg,Pasture
Residential\Residential_1270.jpg,Residential
SeaLake\SeaLake_1689.jpg,SeaLake
Pasture\Pasture_555.jpg,Pasture
PermanentCrop\PermanentCrop_2066.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1207.jpg,HerbaceousVegetation
Forest\Forest_676.jpg,Forest
Highway\Highway_877.jpg,Highway
AnnualCrop\AnnualCrop_437.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_855.jpg,HerbaceousVegetation
Residential\Residential_1830.jpg,Residential
Highway\Highway_1202.jpg,Highway
Industrial\Industrial_1333.jpg,Industrial
AnnualCrop\AnnualCrop_2361.jpg,AnnualCrop
Pasture\Pasture_1930.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_214.jpg,HerbaceousVegetation
SeaLake\SeaLake_255.jpg,SeaLake
PermanentCrop\PermanentCrop_1349.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1096.jpg,HerbaceousVegetation
Forest\Forest_2893.jpg,Forest
HerbaceousVegetation\HerbaceousVegetation_94.jpg,HerbaceousVegetation
SeaLake\SeaLake_799.jpg,SeaLake
PermanentCrop\PermanentCrop_930.jpg,PermanentCrop
Highway\Highway_1895.jpg,Highway
River\River_2176.jpg,River
AnnualCrop\AnnualCrop_2206.jpg,AnnualCrop
PermanentCrop\PermanentCrop_155.jpg,PermanentCrop
Industrial\Industrial_96.jpg,Industrial
SeaLake\SeaLake_517.jpg,SeaLake
River\River_910.jpg,River
Residential\Residential_670.jpg,Residential
Forest\Forest_1807.jpg,Forest
HerbaceousVegetation\HerbaceousVegetation_1652.jpg,HerbaceousVegetation
Residential\Residential_2598.jpg,Residential
Forest\Forest_1092.jpg,Forest
HerbaceousVegetation\HerbaceousVegetation_1985.jpg,HerbaceousVegetation
River\River_1252.jpg,River
Residential\Residential_839.jpg,Residential
PermanentCrop\PermanentCrop_1412.jpg,PermanentCrop
SeaLake\SeaLake_897.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_74.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_571.jpg,AnnualCrop
Highway\Highway_951.jpg,Highway
Forest\Forest_1022.jpg,Forest
SeaLake\SeaLake_1319.jpg,SeaLake
PermanentCrop\PermanentCrop_1361.jpg,PermanentCrop
SeaLake\SeaLake_417.jpg,SeaLake
SeaLake\SeaLake_804.jpg,SeaLake
Highway\Highway_2425.jpg,Highway
Industrial\Industrial_2448.jpg,Industrial
Industrial\Industrial_1454.jpg,Industrial
SeaLake\SeaLake_1231.jpg,SeaLake
SeaLake\SeaLake_2689.jpg,SeaLake
Forest\Forest_861.jpg,Forest
River\River_831.jpg,River
SeaLake\SeaLake_1125.jpg,SeaLake
River\River_2016.jpg,River
Forest\Forest_2919.jpg,Forest
AnnualCrop\AnnualCrop_618.jpg,AnnualCrop
SeaLake\SeaLake_1345.jpg,SeaLake
Pasture\Pasture_1238.jpg,Pasture
Industrial\Industrial_1490.jpg,Industrial
Forest\Forest_2708.jpg,Forest
Highway\Highway_1971.jpg,Highway
SeaLake\SeaLake_2711.jpg,SeaLake
AnnualCrop\AnnualCrop_478.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1676.jpg,HerbaceousVegetation
PermanentCrop\PermanentCrop_1834.jpg,PermanentCrop
Forest\Forest_983.jpg,Forest
AnnualCrop\AnnualCrop_1898.jpg,AnnualCrop
PermanentCrop\PermanentCrop_1669.jpg,PermanentCrop
Residential\Residential_1488.jpg,Residential
Industrial\Industrial_1812.jpg,Industrial
Residential\Residential_1715.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_2470.jpg,HerbaceousVegetation
Highway\Highway_2483.jpg,Highway
AnnualCrop\AnnualCrop_2636.jpg,AnnualCrop
Residential\Residential_1720.jpg,Residential
River\River_60.jpg,River
PermanentCrop\PermanentCrop_2479.jpg,PermanentCrop
Highway\Highway_103.jpg,Highway
Forest\Forest_873.jpg,Forest
PermanentCrop\PermanentCrop_1538.jpg,PermanentCrop
SeaLake\SeaLake_2245.jpg,SeaLake
PermanentCrop\PermanentCrop_312.jpg,PermanentCrop
AnnualCrop\AnnualCrop_2978.jpg,AnnualCrop
Forest\Forest_417.jpg,Forest
River\River_677.jpg,River
Industrial\Industrial_1141.jpg,Industrial
Highway\Highway_1164.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_2985.jpg,HerbaceousVegetation
River\River_2496.jpg,River
AnnualCrop\AnnualCrop_2276.jpg,AnnualCrop
Residential\Residential_2184.jpg,Residential
SeaLake\SeaLake_2616.jpg,SeaLake
SeaLake\SeaLake_365.jpg,SeaLake
River\River_711.jpg,River
Residential\Residential_452.jpg,Residential
SeaLake\SeaLake_2857.jpg,SeaLake
Pasture\Pasture_1904.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_557.jpg,HerbaceousVegetation
River\River_1864.jpg,River
Forest\Forest_1292.jpg,Forest
SeaLake\SeaLake_1724.jpg,SeaLake
AnnualCrop\AnnualCrop_924.jpg,AnnualCrop
AnnualCrop\AnnualCrop_2915.jpg,AnnualCrop
SeaLake\SeaLake_2713.jpg,SeaLake
Residential\Residential_1063.jpg,Residential
River\River_1680.jpg,River
PermanentCrop\PermanentCrop_2018.jpg,PermanentCrop
Industrial\Industrial_1564.jpg,Industrial
AnnualCrop\AnnualCrop_688.jpg,AnnualCrop
AnnualCrop\AnnualCrop_170.jpg,AnnualCrop
Pasture\Pasture_944.jpg,Pasture
Residential\Residential_2602.jpg,Residential
River\River_976.jpg,River
Forest\Forest_2330.jpg,Forest
PermanentCrop\PermanentCrop_193.jpg,PermanentCrop
PermanentCrop\PermanentCrop_1196.jpg,PermanentCrop
Pasture\Pasture_1053.jpg,Pasture
Residential\Residential_2640.jpg,Residential
AnnualCrop\AnnualCrop_1207.jpg,AnnualCrop
AnnualCrop\AnnualCrop_1280.jpg,AnnualCrop
Highway\Highway_612.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_1041.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_964.jpg,AnnualCrop
Industrial\Industrial_2178.jpg,Industrial
HerbaceousVegetation\HerbaceousVegetation_2326.jpg,HerbaceousVegetation
Highway\Highway_1480.jpg,Highway
AnnualCrop\AnnualCrop_2073.jpg,AnnualCrop
Industrial\Industrial_604.jpg,Industrial
SeaLake\SeaLake_598.jpg,SeaLake
Highway\Highway_1732.jpg,Highway
River\River_468.jpg,River
PermanentCrop\PermanentCrop_1951.jpg,PermanentCrop
River\River_894.jpg,River
AnnualCrop\AnnualCrop_2484.jpg,AnnualCrop
PermanentCrop\PermanentCrop_2170.jpg,PermanentCrop
PermanentCrop\PermanentCrop_1485.jpg,PermanentCrop
River\River_256.jpg,River
Forest\Forest_2063.jpg,Forest
River\River_2188.jpg,River
Residential\Residential_2917.jpg,Residential
Highway\Highway_2138.jpg,Highway
SeaLake\SeaLake_475.jpg,SeaLake
AnnualCrop\AnnualCrop_2902.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1584.jpg,HerbaceousVegetation
Forest\Forest_2691.jpg,Forest
Pasture\Pasture_334.jpg,Pasture
PermanentCrop\PermanentCrop_672.jpg,PermanentCrop
Residential\Residential_2545.jpg,Residential
PermanentCrop\PermanentCrop_532.jpg,PermanentCrop
Industrial\Industrial_2319.jpg,Industrial
AnnualCrop\AnnualCrop_903.jpg,AnnualCrop
Residential\Residential_354.jpg,Residential
Residential\Residential_119.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_547.jpg,HerbaceousVegetation
PermanentCrop\PermanentCrop_1424.jpg,PermanentCrop
SeaLake\SeaLake_885.jpg,SeaLake
AnnualCrop\AnnualCrop_306.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1387.jpg,HerbaceousVegetation
Highway\Highway_2136.jpg,Highway
AnnualCrop\AnnualCrop_1073.jpg,AnnualCrop
Industrial\Industrial_795.jpg,Industrial
Highway\Highway_422.jpg,Highway
AnnualCrop\AnnualCrop_2847.jpg,AnnualCrop
Residential\Residential_1190.jpg,Residential
Residential\Residential_1801.jpg,Residential
River\River_2283.jpg,River
HerbaceousVegetation\HerbaceousVegetation_1799.jpg,HerbaceousVegetation
Residential\Residential_1150.jpg,Residential
SeaLake\SeaLake_1877.jpg,SeaLake
SeaLake\SeaLake_1744.jpg,SeaLake
SeaLake\SeaLake_160.jpg,SeaLake
Forest\Forest_1243.jpg,Forest
Highway\Highway_1520.jpg,Highway
River\River_2385.jpg,River
Pasture\Pasture_367.jpg,Pasture
River\River_1584.jpg,River
River\River_1135.jpg,River
HerbaceousVegetation\HerbaceousVegetation_664.jpg,HerbaceousVegetation
River\River_1218.jpg,River
SeaLake\SeaLake_2535.jpg,SeaLake
River\River_2094.jpg,River
Highway\Highway_1645.jpg,Highway
River\River_1151.jpg,River
AnnualCrop\AnnualCrop_2070.jpg,AnnualCrop
PermanentCrop\PermanentCrop_1653.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1256.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1416.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_963.jpg,AnnualCrop
Industrial\Industrial_2248.jpg,Industrial
SeaLake\SeaLake_884.jpg,SeaLake
AnnualCrop\AnnualCrop_1767.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_2492.jpg,HerbaceousVegetation
SeaLake\SeaLake_2682.jpg,SeaLake
Industrial\Industrial_185.jpg,Industrial
SeaLake\SeaLake_2050.jpg,SeaLake
River\River_1883.jpg,River
AnnualCrop\AnnualCrop_165.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1290.jpg,HerbaceousVegetation
Industrial\Industrial_1577.jpg,Industrial
Pasture\Pasture_116.jpg,Pasture
River\River_981.jpg,River
Highway\Highway_146.jpg,Highway
Residential\Residential_177.jpg,Residential
Residential\Residential_2348.jpg,Residential
SeaLake\SeaLake_984.jpg,SeaLake
SeaLake\SeaLake_928.jpg,SeaLake
Forest\Forest_662.jpg,Forest
River\River_1968.jpg,River
River\River_897.jpg,River
River\River_833.jpg,River
HerbaceousVegetation\HerbaceousVegetation_2964.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2055.jpg,HerbaceousVegetation
Industrial\Industrial_1700.jpg,Industrial
Pasture\Pasture_1581.jpg,Pasture
Industrial\Industrial_2302.jpg,Industrial
HerbaceousVegetation\HerbaceousVegetation_1693.jpg,HerbaceousVegetation
Industrial\Industrial_414.jpg,Industrial
Residential\Residential_639.jpg,Residential
Pasture\Pasture_1537.jpg,Pasture
AnnualCrop\AnnualCrop_2776.jpg,AnnualCrop
PermanentCrop\PermanentCrop_1550.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_2483.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_511.jpg,HerbaceousVegetation
Forest\Forest_380.jpg,Forest
Forest\Forest_1290.jpg,Forest
HerbaceousVegetation\HerbaceousVegetation_2018.jpg,HerbaceousVegetation
Industrial\Industrial_2317.jpg,Industrial
SeaLake\SeaLake_1366.jpg,SeaLake
PermanentCrop\PermanentCrop_738.jpg,PermanentCrop
Highway\Highway_501.jpg,Highway
PermanentCrop\PermanentCrop_1748.jpg,PermanentCrop
Pasture\Pasture_875.jpg,Pasture
PermanentCrop\PermanentCrop_176.jpg,PermanentCrop
Industrial\Industrial_819.jpg,Industrial
Forest\Forest_312.jpg,Forest
SeaLake\SeaLake_2870.jpg,SeaLake
PermanentCrop\PermanentCrop_62.jpg,PermanentCrop
River\River_1846.jpg,River
SeaLake\SeaLake_194.jpg,SeaLake
River\River_606.jpg,River
HerbaceousVegetation\HerbaceousVegetation_107.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_609.jpg,HerbaceousVegetation
SeaLake\SeaLake_276.jpg,SeaLake
Pasture\Pasture_624.jpg,Pasture
Residential\Residential_736.jpg,Residential
AnnualCrop\AnnualCrop_1670.jpg,AnnualCrop
Residential\Residential_1812.jpg,Residential
SeaLake\SeaLake_2942.jpg,SeaLake
Forest\Forest_569.jpg,Forest
River\River_2109.jpg,River
AnnualCrop\AnnualCrop_2298.jpg,AnnualCrop
Forest\Forest_787.jpg,Forest
SeaLake\SeaLake_2952.jpg,SeaLake
AnnualCrop\AnnualCrop_2399.jpg,AnnualCrop
Pasture\Pasture_998.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_1798.jpg,HerbaceousVegetation
Industrial\Industrial_1793.jpg,Industrial
PermanentCrop\PermanentCrop_1012.jpg,PermanentCrop
Industrial\Industrial_1545.jpg,Industrial
Industrial\Industrial_167.jpg,Industrial
Industrial\Industrial_1203.jpg,Industrial
AnnualCrop\AnnualCrop_227.jpg,AnnualCrop
SeaLake\SeaLake_539.jpg,SeaLake
PermanentCrop\PermanentCrop_183.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_2039.jpg,HerbaceousVegetation
Pasture\Pasture_855.jpg,Pasture
Pasture\Pasture_1013.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_85.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1316.jpg,HerbaceousVegetation
Pasture\Pasture_93.jpg,Pasture
River\River_888.jpg,River
Forest\Forest_1835.jpg,Forest
HerbaceousVegetation\HerbaceousVegetation_1948.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_2872.jpg,AnnualCrop
Forest\Forest_2980.jpg,Forest
SeaLake\SeaLake_1021.jpg,SeaLake
Industrial\Industrial_128.jpg,Industrial
SeaLake\SeaLake_2514.jpg,SeaLake
Residential\Residential_1015.jpg,Residential
Residential\Residential_805.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_729.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_1663.jpg,AnnualCrop
Highway\Highway_1555.jpg,Highway
AnnualCrop\AnnualCrop_1637.jpg,AnnualCrop
Forest\Forest_1416.jpg,Forest
SeaLake\SeaLake_232.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_2010.jpg,HerbaceousVegetation
SeaLake\SeaLake_1371.jpg,SeaLake
Highway\Highway_2471.jpg,Highway
River\River_358.jpg,River
AnnualCrop\AnnualCrop_434.jpg,AnnualCrop
Forest\Forest_2817.jpg,Forest
Pasture\Pasture_1521.jpg,Pasture
PermanentCrop\PermanentCrop_1338.jpg,PermanentCrop
Forest\Forest_2728.jpg,Forest
Forest\Forest_1706.jpg,Forest
SeaLake\SeaLake_2885.jpg,SeaLake
Pasture\Pasture_474.jpg,Pasture
Industrial\Industrial_433.jpg,Industrial
Forest\Forest_2961.jpg,Forest
Pasture\Pasture_1081.jpg,Pasture
Highway\Highway_2288.jpg,Highway
Industrial\Industrial_1024.jpg,Industrial
SeaLake\SeaLake_306.jpg,SeaLake
Highway\Highway_560.jpg,Highway
Highway\Highway_2432.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_115.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2732.jpg,HerbaceousVegetation
Residential\Residential_1051.jpg,Residential
Forest\Forest_1358.jpg,Forest
PermanentCrop\PermanentCrop_1412.jpg,PermanentCrop
Forest\Forest_28.jpg,Forest
Forest\Forest_2163.jpg,Forest
Industrial\Industrial_1035.jpg,Industrial
HerbaceousVegetation\HerbaceousVegetation_766.jpg,HerbaceousVegetation
Highway\Highway_1663.jpg,Highway
AnnualCrop\AnnualCrop_575.jpg,AnnualCrop
PermanentCrop\PermanentCrop_2327.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_761.jpg,HerbaceousVegetation
Pasture\Pasture_843.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_1075.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_2393.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_1669.jpg,HerbaceousVegetation
Residential\Residential_724.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_328.jpg,HerbaceousVegetation
Pasture\Pasture_114.jpg,Pasture
AnnualCrop\AnnualCrop_1960.jpg,AnnualCrop
Industrial\Industrial_249.jpg,Industrial
Pasture\Pasture_1191.jpg,Pasture
Residential\Residential_2609.jpg,Residential
PermanentCrop\PermanentCrop_535.jpg,PermanentCrop
River\River_1409.jpg,River
Pasture\Pasture_1494.jpg,Pasture
Highway\Highway_835.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_2548.jpg,HerbaceousVegetation
Industrial\Industrial_76.jpg,Industrial
Highway\Highway_745.jpg,Highway
AnnualCrop\AnnualCrop_1508.jpg,AnnualCrop
AnnualCrop\AnnualCrop_2956.jpg,AnnualCrop
PermanentCrop\PermanentCrop_1676.jpg,PermanentCrop
Residential\Residential_45.jpg,Residential
Industrial\Industrial_2035.jpg,Industrial
Industrial\Industrial_2369.jpg,Industrial
Highway\Highway_1866.jpg,Highway
PermanentCrop\PermanentCrop_1059.jpg,PermanentCrop
HerbaceousVegetation\HerbaceousVegetation_1637.jpg,HerbaceousVegetation
PermanentCrop\PermanentCrop_2079.jpg,PermanentCrop
SeaLake\SeaLake_1745.jpg,SeaLake
Forest\Forest_2771.jpg,Forest
Highway\Highway_1159.jpg,Highway
PermanentCrop\PermanentCrop_2172.jpg,PermanentCrop
Forest\Forest_2241.jpg,Forest
AnnualCrop\AnnualCrop_2285.jpg,AnnualCrop
Pasture\Pasture_1959.jpg,Pasture
AnnualCrop\AnnualCrop_1028.jpg,AnnualCrop
Highway\Highway_1664.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_2831.jpg,HerbaceousVegetation
PermanentCrop\PermanentCrop_2257.jpg,PermanentCrop
AnnualCrop\AnnualCrop_308.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_607.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_1719.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_2394.jpg,AnnualCrop
Industrial\Industrial_2341.jpg,Industrial
River\River_1091.jpg,River
Forest\Forest_2094.jpg,Forest
River\River_1244.jpg,River
Pasture\Pasture_1645.jpg,Pasture
PermanentCrop\PermanentCrop_2387.jpg,PermanentCrop
Forest\Forest_701.jpg,Forest
AnnualCrop\AnnualCrop_2999.jpg,AnnualCrop
Forest\Forest_1371.jpg,Forest
Industrial\Industrial_831.jpg,Industrial
Pasture\Pasture_730.jpg,Pasture
Residential\Residential_884.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_2101.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_424.jpg,HerbaceousVegetation
Highway\Highway_12.jpg,Highway
Highway\Highway_1459.jpg,Highway
Highway\Highway_1787.jpg,Highway
Pasture\Pasture_1188.jpg,Pasture
AnnualCrop\AnnualCrop_302.jpg,AnnualCrop
SeaLake\SeaLake_2517.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_268.jpg,HerbaceousVegetation
River\River_1146.jpg,River
AnnualCrop\AnnualCrop_2986.jpg,AnnualCrop
Forest\Forest_1054.jpg,Forest
Industrial\Industrial_271.jpg,Industrial
Highway\Highway_2347.jpg,Highway
Pasture\Pasture_1092.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_2976.jpg,HerbaceousVegetation
Residential\Residential_1828.jpg,Residential
Forest\Forest_1942.jpg,Forest
Forest\Forest_1407.jpg,Forest
Forest\Forest_1045.jpg,Forest
AnnualCrop\AnnualCrop_1213.jpg,AnnualCrop
AnnualCrop\AnnualCrop_1553.jpg,AnnualCrop
Forest\Forest_1747.jpg,Forest
Highway\Highway_1399.jpg,Highway
Residential\Residential_560.jpg,Residential
Pasture\Pasture_434.jpg,Pasture
Highway\Highway_1957.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_1997.jpg,HerbaceousVegetation
Pasture\Pasture_410.jpg,Pasture
Residential\Residential_1243.jpg,Residential
Highway\Highway_1786.jpg,Highway
River\River_1056.jpg,River
AnnualCrop\AnnualCrop_1037.jpg,AnnualCrop
River\River_1498.jpg,River
Pasture\Pasture_804.jpg,Pasture
River\River_260.jpg,River
HerbaceousVegetation\HerbaceousVegetation_120.jpg,HerbaceousVegetation
Highway\Highway_196.jpg,Highway
Pasture\Pasture_711.jpg,Pasture
HerbaceousVegetation\HerbaceousVegetation_2451.jpg,HerbaceousVegetation
Forest\Forest_2021.jpg,Forest
River\River_1147.jpg,River
Forest\Forest_936.jpg,Forest
Forest\Forest_1602.jpg,Forest
Pasture\Pasture_1285.jpg,Pasture
AnnualCrop\AnnualCrop_128.jpg,AnnualCrop
Residential\Residential_2786.jpg,Residential
Pasture\Pasture_945.jpg,Pasture
Residential\Residential_1766.jpg,Residential
River\River_1039.jpg,River
SeaLake\SeaLake_800.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_2783.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2364.jpg,HerbaceousVegetation
Highway\Highway_2411.jpg,Highway
Industrial\Industrial_2292.jpg,Industrial
HerbaceousVegetation\HerbaceousVegetation_2613.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_2691.jpg,AnnualCrop
Highway\Highway_2375.jpg,Highway
AnnualCrop\AnnualCrop_723.jpg,AnnualCrop
Forest\Forest_918.jpg,Forest
Forest\Forest_1683.jpg,Forest
River\River_2358.jpg,River
River\River_1469.jpg,River
River\River_1149.jpg,River
AnnualCrop\AnnualCrop_1747.jpg,AnnualCrop
Industrial\Industrial_156.jpg,Industrial
Pasture\Pasture_789.jpg,Pasture
Forest\Forest_2787.jpg,Forest
Pasture\Pasture_1180.jpg,Pasture
AnnualCrop\AnnualCrop_2309.jpg,AnnualCrop
Industrial\Industrial_931.jpg,Industrial
River\River_2483.jpg,River
Industrial\Industrial_1726.jpg,Industrial
PermanentCrop\PermanentCrop_1303.jpg,PermanentCrop
AnnualCrop\AnnualCrop_1515.jpg,AnnualCrop
Residential\Residential_2316.jpg,Residential
HerbaceousVegetation\HerbaceousVegetation_113.jpg,HerbaceousVegetation
Residential\Residential_1096.jpg,Residential
Highway\Highway_2481.jpg,Highway
River\River_1704.jpg,River
HerbaceousVegetation\HerbaceousVegetation_1689.jpg,HerbaceousVegetation
PermanentCrop\PermanentCrop_743.jpg,PermanentCrop
SeaLake\SeaLake_1911.jpg,SeaLake
Highway\Highway_983.jpg,Highway
AnnualCrop\AnnualCrop_1889.jpg,AnnualCrop
River\River_1849.jpg,River
AnnualCrop\AnnualCrop_844.jpg,AnnualCrop
AnnualCrop\AnnualCrop_301.jpg,AnnualCrop
HerbaceousVegetation\HerbaceousVegetation_2420.jpg,HerbaceousVegetation
HerbaceousVegetation\HerbaceousVegetation_2491.jpg,HerbaceousVegetation
Residential\Residential_1214.jpg,Residential
Highway\Highway_889.jpg,Highway
AnnualCrop\AnnualCrop_751.jpg,AnnualCrop
Residential\Residential_2983.jpg,Residential
Forest\Forest_772.jpg,Forest
SeaLake\SeaLake_867.jpg,SeaLake
Residential\Residential_1062.jpg,Residential
River\River_1393.jpg,River
SeaLake\SeaLake_976.jpg,SeaLake
AnnualCrop\AnnualCrop_336.jpg,AnnualCrop
Pasture\Pasture_1844.jpg,Pasture
PermanentCrop\PermanentCrop_3.jpg,PermanentCrop
AnnualCrop\AnnualCrop_1476.jpg,AnnualCrop
Pasture\Pasture_1648.jpg,Pasture
PermanentCrop\PermanentCrop_2169.jpg,PermanentCrop
Industrial\Industrial_1321.jpg,Industrial
Highway\Highway_2464.jpg,Highway
HerbaceousVegetation\HerbaceousVegetation_1856.jpg,HerbaceousVegetation
Highway\Highway_412.jpg,Highway
AnnualCrop\AnnualCrop_973.jpg,AnnualCrop
Highway\Highway_1999.jpg,Highway
Pasture\Pasture_831.jpg,Pasture
Highway\Highway_2254.jpg,Highway
AnnualCrop\AnnualCrop_2081.jpg,AnnualCrop
Residential\Residential_1610.jpg,Residential
Industrial\Industrial_895.jpg,Industrial
AnnualCrop\AnnualCrop_501.jpg,AnnualCrop
SeaLake\SeaLake_189.jpg,SeaLake
River\River_1266.jpg,River
Residential\Residential_1992.jpg,Residential
River\River_2141.jpg,River
River\River_2166.jpg,River
Highway\Highway_1747.jpg,Highway
Industrial\Industrial_2313.jpg,Industrial
Pasture\Pasture_754.jpg,Pasture
River\River_1877.jpg,River
Pasture\Pasture_572.jpg,Pasture
SeaLake\SeaLake_611.jpg,SeaLake
River\River_405.jpg,River
SeaLake\SeaLake_2900.jpg,SeaLake
HerbaceousVegetation\HerbaceousVegetation_289.jpg,HerbaceousVegetation
AnnualCrop\AnnualCrop_2598.jpg,AnnualCrop
River\River_2057.jpg,River
Forest\Forest_2055.jpg,Forest
River\River_1922.jpg,River
Residential\Residential_421.jpg,Residential
PermanentCrop\PermanentCrop_779.jpg,PermanentCrop
AnnualCrop\AnnualCrop_1759.jpg,AnnualCrop
Residential\Residential_1729.jpg,Residential
River\River_102.jpg,River
Forest\Forest_1260.jpg,Forest
Forest\Forest_2943.jpg,Forest
Residential\Residential_1388.jpg,Residential
PermanentCrop\PermanentCrop_2351.jpg,PermanentCrop
Forest\Forest_1972.jpg,Forest
PermanentCrop\PermanentCrop_601.jpg,PermanentCrop
Highway\Highway_2380.jpg,Highway
SeaLake\SeaLake_112.jpg,SeaLake
PermanentCrop\PermanentCrop_866.jpg,PermanentCrop
Forest\Forest_2500.jpg,Forest
Highway\Highway_1598.jpg,Highway
Forest\Forest_2901.jpg,Forest
PermanentCrop\PermanentCrop_1588.jpg,PermanentCrop
Forest\Forest_521.jpg,Forest
SeaLake\SeaLake_1892.jpg,SeaLake
AnnualCrop\AnnualCrop_1555.jpg,AnnualCrop
